site_url,sname,image_url,sakura_famous,country_famous,w_frank,w_wrank,t_rrank,t_arank,rname,aname,addr,lat,lon,exp,"desc","night","event","whour"
/sakura/1/3/50009.html,天都山桜公園,https://static.tenki.jp/static-images/sakura/point/50009/square.jpg,0,1,0,0,0,0,北海道地方,道東,網走市天都山,44.000716940204,144.24108411257,5月中旬～5月下旬,"日本列島を2カ月かけて北上する桜前線のラストシーンを楽しめます。天都山の頂上にあるので間近で見上げるだけでなく、隣接する展望台からオホーツク海をバックに見ることができます。","","","24時間"
/sakura/1/3/50014.html,芝ざくら滝上公園,https://static.tenki.jp/static-images/sakura/point/50014/square.jpg,0,0,7,4,0,0,北海道地方,道東,紋別郡滝上町元町,44.198127963169,143.07670679432,5月中旬～6月上旬,"山の傾斜地一面(甲子園球場の約7倍)ピンクに咲き誇るシバザクラは、観る人々に感動を与えてくれます。","","2018童話村たきのうえ芝ざくらまつり(5/5-6/10)","8:00-18:00"
/sakura/1/3/50016.html,帯広市緑ケ丘公園,https://static.tenki.jp/static-images/sakura/point/50016/square.jpg,0,0,0,0,4,0,北海道地方,道東,帯広市字緑ヶ丘2,42.905638967292,143.18684314161,5月上旬～5月中旬,"緑ケ丘公園は緑豊かな都市公園です。園内の「彫刻の径」には、石の芸術作品とサクラが競うように美しく並んでおり、その両方をゆっくり楽しむことができます。","","","24時間"
/sakura/1/3/50017.html,別保公園,https://static.tenki.jp/static-images/sakura/point/50017/square.jpg,0,0,0,0,0,0,北海道地方,道東,釧路郡釧路町字別保原野南24-78-6,42.994544726437,144.45891174349,5月中旬～5月下旬,"別保公園は国道44号線沿いにあり、サクラの開花は例年5月中旬から下旬頃で、開花に合わせて日本一遅い桜まつりが開催されます。","","","24時間"
/sakura/1/3/50022.html,清隆寺,https://static.tenki.jp/static-images/sakura/point/50022/square.jpg,0,0,0,0,0,0,北海道地方,道東,根室市松本町2-2,43.328692466343,145.57553925947,5月中旬～5月下旬,"日本最大の樹齢約150年のチシマザクラ(北海道100年記念名木)があります。国後島産の移植樹です。","","","24時間"
/sakura/1/3/50067.html,春採公園,https://static.tenki.jp/images/icon/noimage-square.jpg,0,0,0,0,0,0,北海道地方,道東,釧路市春湖台35-10,42.973094119396,144.40406945944,5月中旬,"サクラの木の周りにバーベキューコーナーがあり、家族連れで食事をしながら楽しめます。","","","24時間"
/sakura/1/4/50036.html,五稜郭公園,https://static.tenki.jp/static-images/sakura/point/50036/square.jpg,1,0,1,2,1,0,北海道地方,道南,函館市五稜郭町44,41.797064856533,140.75573929889,4月下旬～5月上旬,"堀の内外に植えられた約1600本のサクラが花開くと、一つの星型の大輪が咲いたような華やかさです。夜にはサクラがライトアップされ、より一層サクラの美しさが増します。指定エリア内ではジンギスカンも楽しむことができます。","","","24時間"
/sakura/1/4/50037.html,松前公園,https://static.tenki.jp/static-images/sakura/point/50037/square.jpg,2,0,3,3,5,0,北海道地方,道南,松前郡松前町字松城,41.429745510309,140.10896256769,4月下旬～5月中旬,"松前町のサクラは250種1万本以上で、早咲きから遅咲きまで1カ月程の間、次々と花を咲かせます。「日本さくら名所100選」にも選ばれた「さくらの里」です。サクラの時期には「松前さくらまつり」と題して桜観察会や物産展などいろいろなイベントを開催します。","","","24時間"
/sakura/1/4/50039.html,青葉ヶ丘公園,https://static.tenki.jp/static-images/sakura/point/50039/square.jpg,0,0,0,10,0,0,北海道地方,道南,茅部郡森町字清澄町12,42.102650056316,140.57561998023,5月上旬～5月下旬,"大正3年開設の歴史ある公園。開設当時植樹されたソメイヨシノの一部は今でも春に元気に花を咲かせ、植栽から100年以上を迎えます。園内には「青葉枝垂(アオバシダレ)」「森小町(モリコマチ)」などの森町固有種や、「御衣黄(ギョイコウ)」「鬱金(ウコン)」など緑色の花びらを咲かす珍種も見られます。例年5月上旬から咲き始め、下旬までの長い期間サクラを楽しむことができるのも特徴のひとつです。","","","24時間"
/sakura/1/4/50042.html,登別桜並木,https://static.tenki.jp/static-images/sakura/point/50042/square.jpg,0,0,6,5,0,0,北海道地方,道南,登別市中登別町,42.467868300987,141.16362015387,5月中旬～5月下旬,"昭和9年、JR登別駅から温泉街までの8kmの沿道にエゾヤマザクラ約2000本を植栽しました。その桜並木が美しく咲き誇った様は見事で、「桜のトンネル」の名で親しまれています。","","","24時間"
/sakura/1/4/50043.html,有珠善光寺自然公園,https://static.tenki.jp/static-images/sakura/point/50043/square.jpg,0,1,0,0,0,0,北海道地方,道南,伊達市有珠町124,42.52297325127,140.78066931103,4月下旬～6月中旬,"銘木「石割り桜」など1000本の各種サクラが順次咲くことから、長期にわたって花見を楽しむことができます。","","","24時間"
/sakura/1/4/50045.html,二十間道路桜並木,https://static.tenki.jp/static-images/sakura/point/50045/square.jpg,2,0,2,6,3,0,北海道地方,道南,日高郡新ひだか町静内田原・静内御園,42.409837590172,142.46269602283,5月上旬～5月中旬,"約3000本のサクラが直線で約7kmにわたって咲き誇る並木道は圧巻の一言。「日本さくら名所100選」、「日本の道100選」、「北海道遺産」などに選定され、日本屈指のサクラの名所として多くの人から親しまれています。【ご注意:現在JR日高本線運休のため代行バス運行中です。】","","","24時間"
/sakura/1/4/50046.html,えりも町庶野さくら公園,https://static.tenki.jp/static-images/sakura/point/50046/square.jpg,0,0,0,0,0,0,北海道地方,道南,幌泉郡えりも町字庶野551,42.044650193881,143.29238205641,5月上旬～5月中旬,"公園内に700本、付近の山も含めると約1500本のサクラが楽しめます。また、公園の奥には推定樹齢300年以上の夫婦桜が堂々と枝を広げ、見事に花を咲かせています。","","","24時間"
/sakura/1/4/50049.html,優駿さくらロード(西舎桜並木),https://static.tenki.jp/static-images/sakura/point/50049/square.jpg,0,0,0,0,0,0,北海道地方,道南,浦河郡浦河町字西舎141-10,42.182958720583,142.85084649838,5月上旬～5月中旬,"優駿の里公園の入口から、約3km1000本の美しいエゾヤマザクラが道路の両側に立ち並んでいます。毎年サクラの季節になると、サクラのトンネルのようになり訪れる人々の目を楽しませてくれます。","","第51回浦河桜まつり(5月上旬(予定))","24時間"
/sakura/1/4/50055.html,洞爺湖温泉,https://static.tenki.jp/static-images/sakura/point/50055/square.jpg,0,1,0,0,0,0,北海道地方,道南,虻田郡洞爺湖町洞爺湖温泉,42.56550572629,140.81359087562,5月上旬～5月中旬,"洞爺湖畔沿いにはヤエザクラをはじめとしたサクラが咲き、その色と香りで湖畔に春の訪れを告げます。この時期はサクラを見ながらの湖畔ドライブやサイクリング、洞爺地区にある浮見堂公園や旧ネイパル洞爺前のサクラを楽しむことができます。","","","24時間"
/sakura/1/4/50058.html,熊石休養村,https://static.tenki.jp/static-images/sakura/point/50058/square.jpg,0,0,0,0,0,0,北海道地方,道南,二海郡八雲町熊石平町,42.130620122933,140.00472631549,5月中旬～6月上旬,"熊石休養村エリア一帯に広がるサクラが満開になります。特にキャンプ場の芝の緑とのコントラストは絶景です。","","","24時間(日没後の観賞不可)"
/sakura/1/4/50060.html,安平町鹿公園,https://static.tenki.jp/static-images/sakura/point/50060/square.jpg,0,0,0,0,0,0,北海道地方,道南,勇払郡安平町追分白樺2-1,42.874462945357,141.80587805412,5月中旬～5月下旬,"日本最古の指定を受けた保健保安林に包まれた鹿公園。園内正面より、エゾヤマザクラの並木がみなさんをお迎えします。","","","24時間"
/sakura/1/4/50063.html,さらんべ公園,https://static.tenki.jp/static-images/sakura/point/50063/square.jpg,0,0,0,0,0,0,北海道地方,道南,二海郡八雲町栄町1-12,42.256531012866,140.25521150543,5月上旬～5月中旬,"さらんべ公園は清流遊楽部川沿いに位置しており、爽やかなロケーションの中でサクラを観賞できます。園内にはロケット滑り台などの遊具の他、せせらぎ水路や親水池、無料のパークゴルフ練習場、人魚姫の像が横たわるマーメイド広場などがあり、ご家族・ご友人とゆったりとした時間を楽しむことができます。","","","24時間"
/sakura/1/4/50064.html,神楽岡公園,https://static.tenki.jp/static-images/sakura/point/50064/square.jpg,0,1,0,0,0,0,北海道地方,道南,沙流郡日高町宮下町3,42.884430615298,142.43531540812,5月上旬～5月中旬,"日高神社建設時に植えた樹齢80年に及ぶサクラをはじめ、町民有志が植えた約300本のサクラが山を桜色に染めます。","","","24時間"
/sakura/1/4/50065.html,光善寺(血脈桜),https://static.tenki.jp/images/icon/noimage-square.jpg,0,0,0,0,0,0,北海道地方,道南,松前郡松前町字松城303,41.431599207315,140.10590877731,4月下旬～5月中旬,"樹齢300年以上の老木の血脈桜。松前公園の南殿の親木で伝説があります。","","","6:00-18:00"
/sakura/1/4/50069.html,オニウシ公園,https://static.tenki.jp/static-images/sakura/point/50069/square.jpg,0,1,0,0,0,0,北海道地方,道南,茅部郡森町字上台町326-18,42.101392976401,140.5686698312,5月上旬～5月下旬,"森町(もりまち)の町名の由来でもある「オニウシ」とは、アイヌ語で木の多く茂っているところを意味します。500本のサクラの中には、森町にしかない固有種の駒見桜、堀井緋桜など大変稀少なサクラもあります。また、道の駅「YOU・遊・もり」に隣接しており、サクラや駒ヶ岳はもちろん、天気の良い日は羊蹄山や有珠山も見ることができます。屋上からの景色は絶景です。","","","24時間"
/sakura/1/4/50071.html,函館公園,https://static.tenki.jp/static-images/sakura/point/50071/square.jpg,0,1,9,0,0,0,北海道地方,道南,函館市青柳町17,41.755283666674,140.71633329521,4月下旬～5月上旬,"函館公園は起伏がある形状のため、様々な視点からサクラを楽しめ、さらに海に近い公園のため、サクラと海が一度に見られるのが特徴です。指定エリア内では火を使うことができるので、ジンギスカンなども楽しめます。また、夜にはサクラのライトアップも行われます。","","","24時間"
/sakura/2/10/50128.html,塩ノ崎の大桜,https://static.tenki.jp/static-images/sakura/point/50128/square.jpg,0,0,0,0,0,0,東北地方,福島,本宮市白岩字塩ノ崎,37.488571748127,140.46625921588,4月中旬～4月下旬,"推定樹齢600年のエドヒガンザクラ。高さ約18m、根廻り約7m、東西南北各20mに広がる均衡のとれた見事な枝ぶりで優雅な佇まいを見せます。周囲を見渡せる小高い丘の上で淡紅色の花がたくさん咲き誇る姿は圧巻です。周辺に咲き乱れるサクラの木々も見事です。福島県指定天然記念物です。","","","24時間"
/sakura/2/10/50129.html,久慈川河川敷の桜並木,https://static.tenki.jp/static-images/sakura/point/50129/square.jpg,0,0,0,0,0,0,東北地方,福島,東白川郡塙町塙字大町地内,36.95589982912,140.40821984301,4月中旬～4月下旬,"鮎の里として知られる久慈川のサイクリングロードに沿って、約120本の桜並木がピンクに染まり見事です。","","","24時間"
/sakura/2/10/50130.html,観月台公園,https://static.tenki.jp/images/icon/noimage-square.jpg,0,0,0,0,0,0,東北地方,福島,伊達郡国見町大字藤田字観月台15,37.876308904347,140.54202473122,4月中旬,"四季を通して町民の憩いの場とされている公園です。多くのサクラが華やかに咲き誇ります。","","","24時間"
/sakura/2/10/50131.html,天神岬スポーツ公園,https://static.tenki.jp/static-images/sakura/point/50131/square.jpg,0,0,0,0,0,0,東北地方,福島,双葉郡楢葉町大字北田字上ノ原27-29,37.26891629596,141.01419654295,4月上旬～4月中旬,"花見をしながら海が一望できます。スポーツ公園内も楽しむことができます。","","","24時間"
/sakura/2/10/50151.html,夏井千本桜,https://static.tenki.jp/static-images/sakura/point/50151/square.jpg,0,0,0,0,9,4,東北地方,福島,田村郡小野町夏井・南田原井,37.256805899045,140.65354564247,4月中旬～4月下旬,"夏井川の両岸5kmにわたりおよそ1000本のサクラが咲きます。サクラを眺めながら遊歩道をのんびりと歩くことができ、春を満喫できるスポットのひとつです。","","","24時間"
/sakura/2/10/50153.html,城山公園・おとめ桜,https://static.tenki.jp/static-images/sakura/point/50153/square.jpg,0,0,0,0,0,0,東北地方,福島,白河市郭内1,37.130892113503,140.21364876679,4月中旬～4月下旬,"本丸の石垣を積む際に、人柱となった娘の霊を慰めるために植えられた「おとめ桜」。公園内のサクラと共に城を彩ります。","","","9:30-17:00(11-3月は16:00まで)"
/sakura/2/10/50155.html,南湖公園・楽翁桜,https://static.tenki.jp/images/icon/noimage-square.jpg,0,0,0,0,0,0,東北地方,福島,白河市南湖,37.110738587321,140.21667820994,4月中旬～4月下旬,"南湖の湖畔には約800本の桜並木があり、毎年春には大勢の花見客で賑わいます。また、南湖神社境内にある楽翁桜は樹齢約200年のベニシダレザクラで、松平定信公(楽翁公)にちなみ楽翁桜と呼ばれ親しまれています。","","","24時間"
/sakura/2/10/50156.html,妙関寺の乙姫桜,https://static.tenki.jp/images/icon/noimage-square.jpg,0,0,0,0,0,0,東北地方,福島,白河市金屋町116,37.125364662756,140.2092233561,4月中旬～4月下旬,"仙台藩主伊達政宗が将軍家に献上する苗木の1本を、住職が所望したため授けられたサクラと伝えられています。花は濃いピンク色で大変美しいです。","","","24時間"
/sakura/2/10/50157.html,昌建寺,https://static.tenki.jp/static-images/sakura/point/50157/square.jpg,0,0,0,0,0,0,東北地方,福島,西白河郡泉崎村大字泉崎字下宿88,37.157993787276,140.29267323421,4月中旬,"推定樹齢230年のシダレザクラは枝ぶりも良く、そよ風に揺れる様子は可憐でつい見とれてしまいます。","","","24時間"
/sakura/2/10/50158.html,矢祭山公園,https://static.tenki.jp/static-images/sakura/point/50158/square.jpg,0,0,0,0,0,0,東北地方,福島,東白川郡矢祭町大字内川字矢祭地内,36.851675349591,140.39315184306,4月上旬～4月下旬,"矢祭山公園は自然豊かな景勝地です。春の観光名所として知られ、公園内には100本のサクラが咲き誇ります。また、JR矢祭山駅前にはアユの塩焼きや団子を販売する出店が立ち並び、多くの花見客で賑わいます。","","","24時間"
/sakura/2/10/50189.html,米沢の千歳桜,https://static.tenki.jp/static-images/sakura/point/50189/square.jpg,0,0,0,0,0,0,東北地方,福島,大沼郡会津美里町米田字池南,37.494111619068,139.81673971659,4月中旬～4月下旬,"推定樹齢700年以上のベニヒガンザクラの古樹です。農地の中にある一本桜で、濃紅色の花と大きな枝ぶりは遠くからもよく眺めることができます。この木の開花をみて作物の種を蒔くことから別名を「種蒔桜」とも呼ばれています。","","","24時間"
/sakura/2/10/50190.html,鳥見山公園,https://static.tenki.jp/static-images/sakura/point/50190/square.jpg,0,0,0,0,0,0,東北地方,福島,岩瀬郡鏡石町緑町199,37.249488736994,140.35387075158,4月上旬～4月中旬,"グリーンロードから鳥見山公園、牧場通り、岩瀬牧場、岩瀬農高と続く約2kmの桜並木は見事です。","","","24時間"
/sakura/2/10/50191.html,永泉寺のサクラ,https://static.tenki.jp/static-images/sakura/point/50191/square.jpg,0,0,0,0,0,0,東北地方,福島,田村市大越町栗出字長根93-1,37.357347855324,140.60389631696,4月下旬,"樹齢400年と推定されるエドヒガン系のシダレザクラは、「三春滝桜」と同種とされ、それに次ぐ大樹で福島県天然記念物に指定されています。保存会の活動により、樹勢が回復し見事な花が咲きます。","","","24時間"
/sakura/2/10/50221.html,三春滝桜,https://static.tenki.jp/static-images/sakura/point/50221/square.jpg,2,0,2,2,7,2,東北地方,福島,田村郡三春町大字滝字桜久保,37.407685804584,140.5000387338,4月中旬～4月下旬,"エドヒガン系のベニシダレザクラで、大正11年に国の天然記念物の指定を受けた名木です。日本三大桜のひとつに数えられています。四方に伸びた太い枝に、真紅の小さな花を無数に咲かせ、その様はまさに水が滝のように流れ落ちるように見えることから、「滝桜」と呼ばれるようになったと言われています。","(詳細未定(現地問合せ))","","24時間"
/sakura/2/10/50241.html,合戦場のしだれ桜,https://static.tenki.jp/static-images/sakura/point/50241/square.jpg,0,0,0,0,0,9,東北地方,福島,二本松市東新殿字大林145,37.537639520779,140.57956403479,4月中旬～4月下旬,"八幡太郎義家と安倍貞任・宗任との合戦場と伝わる地に立つ2本のベニシダレザクラで、推定樹齢は約180年。根元近くに太いアセビとシキミの木があるため、満開になると1本のサクラの木のように見えます。寄り添うように立つその姿から、別名「夫婦桜」とも呼ばれます。","","","24時間"
/sakura/2/10/50249.html,愛蔵寺の護摩桜,https://static.tenki.jp/static-images/sakura/point/50249/square.jpg,0,0,0,0,0,0,東北地方,福島,二本松市戸沢字細田10,37.57818533104,140.60526454135,4月中旬～4月下旬,"愛蔵寺本堂の前庭にあり、地面に接するほど枝が垂れ、開花期には噴水が滴るような美しい樹姿を見せます。愛蔵寺は草創以来二度の火災にあっており、ある火災の折り、秘密護摩札が空中に飛来してこのサクラの枝に留まったので「愛蔵寺の護摩桜」と呼ばれています。","","","24時間"
/sakura/2/10/50259.html,越代のサクラ,https://static.tenki.jp/static-images/sakura/point/50259/square.jpg,0,0,0,0,0,0,東北地方,福島,石川郡古殿町大久田字越代地内,37.101091024882,140.61385781671,4月下旬～5月上旬,"林野庁「森の巨人たち百選」に選ばれているヤマザクラの大木で、樹高約20m、樹齢は400年を越え、増々樹勢を増しています。また、県の天然記念物にも指定されています。毎年5/3には地元団体による「越代のサクラ祭り」が開催され、多くの人で賑わいます。","","","24時間"
/sakura/2/10/50262.html,円東寺,https://static.tenki.jp/images/icon/noimage-square.jpg,0,0,0,0,0,0,東北地方,福島,二本松市渋川字下原68,37.625360405994,140.45714512084,4月上旬～4月下旬,"この地方最古の縁起を持つ古刹「円東寺」の境内にあり、推定樹齢約400年で県の緑の文化財に指定されているシダレザクラです。","","","24時間"
/sakura/2/10/50726.html,花見山,https://static.tenki.jp/static-images/sakura/point/50726/square.jpg,0,0,1,4,10,5,東北地方,福島,福島市渡利,37.737955977176,140.49652930575,4月上旬～4月下旬,"花木栽培農家が善意で開放している公園です。ウメ、トウカイザクラ、ヒガンザクラ、ソメイヨシノ、レンギョウ、ボケ、ハナモモなど約70種類もの花々が一斉に咲き競う様は百花繚乱で、頂上での吾妻連峰と花々のコントラストは必見です。","","","24時間(夜間から早朝にかけての立ち入りはご遠慮ください)"
/sakura/2/10/50727.html,笹原川千本桜,https://static.tenki.jp/static-images/sakura/point/50727/square.jpg,0,0,0,0,0,0,東北地方,福島,郡山市三穂田町下守屋地区,37.337326538342,140.2486541412,4月中旬～4月下旬,"郡山市と須賀川市の境を流れる笹原川。この笹原川にかかる明神橋付近を中心に、上下約2kmにわたってサクラが咲き誇り、きれいな桜並木が続きます。","(開花に合わせてライトアップ実施)","笹原川千本桜まつり(4/21(予定))","24時間"
/sakura/2/10/50728.html,紅枝垂地蔵ザクラ,https://static.tenki.jp/static-images/sakura/point/50728/square.jpg,0,0,0,0,0,0,東北地方,福島,郡山市中田町木目沢字岡ノ内,37.380277346797,140.51211210923,4月中旬～4月下旬,"三春滝桜の娘といわれる樹齢約400年のシダレザクラは、16mもの枝幅があり、鮮やかで濃い紅色が特徴です。","","","24時間"
/sakura/2/10/50782.html,今出川・北須川の桜並木,https://static.tenki.jp/images/icon/noimage-square.jpg,0,0,0,0,0,0,東北地方,福島,石川郡石川町字南町地内,37.146589670126,140.4529149712,4月中旬,"今出川・北須川の2本の川が流れる石川町。その両川沿い数kmにわたって咲き誇る桜並木はまさに圧巻です。夜間は桜並木とあさひ公園がライトアップされ、幻想的な夜桜も楽しめます。","","","24時間"
/sakura/2/10/50791.html,庄司戻しの桜,https://static.tenki.jp/static-images/sakura/point/50791/square.jpg,0,0,0,0,0,0,東北地方,福島,白河市表郷中野字庄司戻58,37.054946236657,140.23347782609,4月中旬～4月下旬,"義経が平泉から平家追討に向かうことを知り、大鳥城主佐藤元(基)治は、息子の継信・忠信を従わせ、自身もこの地まで来て見送りました。別れ際にお前たちが忠義をつくしたならこのサクラの杖が根付くであろうと言い、携えていた1本のサクラの杖をこの地に立てました。この主君に対する忠義のため、サクラは根付き見事な花を咲かせたと伝えられています。また、芭蕉もこのサクラを見てから関山に向かったと想定されています。","","","24時間"
/sakura/2/10/50821.html,町営牧場,https://static.tenki.jp/static-images/sakura/point/50821/square.jpg,0,0,0,0,0,0,東北地方,福島,耶麻郡猪苗代町大字長田字酸漿沢,37.570125795125,140.07369906762,4月下旬～5月上旬,"NHK大河ドラマ八重の桜のオープニング(絵日傘と子どもたちのシーン)のロケ地です。磐梯山がきれいです。","","","24時間"
/sakura/2/10/50822.html,磐椅神社 大鹿桜,https://static.tenki.jp/static-images/sakura/point/50822/square.jpg,0,0,0,0,0,0,東北地方,福島,耶麻郡猪苗代町字西峰6199,37.571039366455,140.10477909471,5月上旬～5月中旬,"947年(天暦元年)に村上天皇の勅使が奉納したというサトザクラの一品種、菊咲きのヤエザクラで「会津の五桜」のひとつです。福島県緑の文化財登録第1号、猪苗代町指定天然記念物です。","","","24時間"
/sakura/2/10/50823.html,観音寺川,https://static.tenki.jp/static-images/sakura/point/50823/square.jpg,0,0,0,0,11,6,東北地方,福島,耶麻郡猪苗代町川桁(観音寺川畔),37.538309824524,140.13987841497,4月下旬～5月上旬,"川桁駅の北100mから約1kmにわたり、観音寺川両岸に見られるサクラの名所です。平成9年、日本桜の会から表彰されました。ソメイヨシノのほかに、エドヒガン・シダレザクラ・ヤマザクラを観賞することができます。主な品種はソメイヨシノで例年4月下旬が見頃です。","","","24時間"
/sakura/2/10/50871.html,昭和の森,https://static.tenki.jp/static-images/sakura/point/50871/square.jpg,0,0,0,0,0,0,東北地方,福島,耶麻郡猪苗代町大字長田字天鏡台,37.575171047291,140.06774538879,4月下旬～5月上旬,"昭和45年5月第21回全国植樹祭が天皇皇后両陛下をお迎えして催された際、ソメイヨシノと共に植えられたものです。","","","9:00-17:00"
/sakura/2/10/50876.html,戸津辺の桜,https://static.tenki.jp/static-images/sakura/point/50876/square.jpg,0,0,0,0,0,0,東北地方,福島,東白川郡矢祭町大字中石井字戸津辺88,36.919586354833,140.41947553235,3月下旬～4月中旬,"旧道の傍らにある推定樹齢600年、樹高18m、胸高周囲6.5mのエドヒガンザクラ。近隣では一番早くに花をつけ、遠く久慈川の対岸からも望める老木で、その艶やかな色は行き交う人々に安らぎを与え続けています。","","","24時間"
/sakura/2/10/50991.html,藤田川ふれあい桜,https://static.tenki.jp/static-images/sakura/point/50991/square.jpg,0,0,0,0,0,0,東北地方,福島,郡山市喜久田町堀之内字下河原,37.45334827999,140.34450556067,4月中旬～4月下旬,"喜久田駅のそばにある藤田川堀之内橋を中心に、両岸3.0kmにわたってソメイヨシノが咲き誇ります。このサクラは昭和34年に今上天皇陛下の御成婚を記念して地元の方が植樹したのが始まりで、その後は地元青年団などの増殖により現在のような並木になりました。開花時には桜まつりが開催され、歌や踊り、出店等で賑わいます。","(4月中旬の18:00-21:00(予定),詳細は現地問合せ)","桜まつり(4月中旬(予定))","24時間"
/sakura/2/10/50992.html,上石の不動ザクラ,https://static.tenki.jp/static-images/sakura/point/50992/square.jpg,0,0,0,0,0,0,東北地方,福島,郡山市中田町上石字舘,37.383618409208,140.47355582768,4月中旬～4月下旬,"不動明王をまつる不動堂の境内にあるため名づけられたサクラ。樹齢は約350年といわれ、滝桜の子孫と考えられています。江戸時代幕末ごろ、このお堂が寺子屋として使われ、その名残が天井などの落書きに見受けられます。","","","24時間"
/sakura/2/10/50993.html,雪村桜,https://static.tenki.jp/static-images/sakura/point/50993/square.jpg,0,0,0,0,0,0,東北地方,福島,郡山市西田町大田雪村,37.449569620754,140.46813948429,4月中旬～4月下旬,"室町時代の画僧「雪村」が晩年過ごしたといわれる雪村庵。聞こえるのは風の音だけという静寂に、庵の後ろの竹林の緑と桜色が美しいコントラストを奏でています。","","","24時間"
